Reviewer1;key;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
N;journals/pvldb/RuanZZLMCZLY24;PolyBase: Adapting to Data Affinity Changes in Geo-Replicated Database via Row-Level Paxos-Group Affiliation Re-Assignment.;Chaoyi Ruan, Yingqiang Zhang, Juncheng Zhang, Cheng Li , Xiaosong Ma, Hao Chen , Jie Zhou, Feifei Li , Xinjun Yang;2024;Proc. VLDB Endow.;Journal Articles;https://dblp.org/rec/journals/pvldb/RuanZZLMCZLY24;https://www.vldb.org/pvldb/vol18/p702-ruan.pdf;702-714;18;3;;;
N;journals/queue/AlvaroR24;Automatically Testing Database Systems: DBMS testing with test oracles, transaction history, and fuzzing.;Peter Alvaro, Manuel Rigger;2024;ACM Queue;Journal Articles;https://dblp.org/rec/journals/queue/AlvaroR24;https://doi.org/10.1145/3639449;128-135;21;6;;;10.1145/3639449
N;journals/rcs/BoukettayaNG20;Data Migration in Graph-oriented Databases.;Soumaya Boukettaya, Ahlem Nabli, Faïez Gargouri;2020;Res. Comput. Sci.;Journal Articles;https://dblp.org/rec/journals/rcs/BoukettayaNG20;https://rcs.cic.ipn.mx/2020_149_10/Data%20Migration%20in%20Graph-oriented%20Databases.pdf;317-336;149;10;;;
N;journals/remotesensing/Awrangjeb15;Effective Generation and Update of a Building Map Database Through Automatic Building Change Detection from LiDAR Point Cloud Data.;Mohammad Awrangjeb;2015;Remote. Sens.;Journal Articles;https://dblp.org/rec/journals/remotesensing/Awrangjeb15;https://doi.org/10.3390/rs71014119;14119-14150;7;10;;;10.3390/RS71014119
N;journals/remotesensing/HuangYJL23;Research Progress, Hotspots, and Evolution of Nighttime Light Pollution: Analysis Based on WOS Database and Remote Sensing Data.;Chenhao Huang, Yang Ye, Yanhua Jin, Bangli Liang;2023;Remote. Sens.;Journal Articles;https://dblp.org/rec/journals/remotesensing/HuangYJL23;https://doi.org/10.3390/rs15092305;2305;15;9;;;10.3390/RS15092305
N;journals/remotesensing/KwongWFLLN22;A Multi-Stage Approach Combining Very High-Resolution Satellite Image, GIS Database and Post-Classification Modification Rules for Habitat Mapping in Hong Kong.;Ivan H. Y. Kwong, Frankie Kwan Kit Wong, Tung Fung, Eric K. Y. Liu, Roger H. Lee, Terence P. T. Ng;2022;Remote. Sens.;Journal Articles;https://dblp.org/rec/journals/remotesensing/KwongWFLLN22;https://doi.org/10.3390/rs14010067;67;14;1;;;10.3390/RS14010067
N;journals/sensors/PengNTMQ18;Fast Signals of Opportunity Fingerprint Database Maintenance with Autonomous Unmanned Ground Vehicle for Indoor Positioning.;Yitang Peng, Xiaoji Niu, Jian Tang , Dazhi Mao, Chuang Qian;2018;Sensors;Journal Articles;https://dblp.org/rec/journals/sensors/PengNTMQ18;https://doi.org/10.3390/s18103419;3419;18;10;;;10.3390/S18103419
N;journals/staeors/NagendraKMPLMLN22;Constructing a Large-Scale Landslide Database Across Heterogeneous Environments Using Task-Specific Model Updates.;Savinay Nagendra, Daniel Kifer, Benjamin Mirus, Te Pei, Kathryn Lawson, Srikanth Banagere Manjunatha, Weixin Li, Hien Nguyen , Tong Qiu, Sarah Tran, Chaopeng Shen;2022;IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.;Journal Articles;https://dblp.org/rec/journals/staeors/NagendraKMPLMLN22;https://doi.org/10.1109/JSTARS.2022.3177025;4349-4370;15;;;;10.1109/JSTARS.2022.3177025
N;journals/taas/GuoS18;Performance and Cost Considerations for Providing Geo-Elasticity in Database Clouds.;Tian Guo , Prashant J. Shenoy;2018;ACM Trans. Auton. Adapt. Syst.;Journal Articles;https://dblp.org/rec/journals/taas/GuoS18;https://doi.org/10.1145/3095891;19:1-19:32;12;4;;;10.1145/3095891
N;journals/tbc/DuanmuRW18;A Quality-of-Experience Database for Adaptive Video Streaming.;Zhengfang Duanmu, Abdul Rehman , Zhou Wang;2018;IEEE Trans. Broadcast.;Journal Articles;https://dblp.org/rec/journals/tbc/DuanmuRW18;https://doi.org/10.1109/TBC.2018.2822870;474-487;64;2;;;10.1109/TBC.2018.2822870
N;journals/telsys/MahjabinXLG22;Hotlist and stale content update mitigation in local databases for DNS flooding attacks.;Tasnuva Mahjabin, Yang Xiao , Tieshan Li, Mohsen Guizani;2022;Telecommun. Syst.;Journal Articles;https://dblp.org/rec/journals/telsys/MahjabinXLG22;https://doi.org/10.1007/s11235-022-00950-x;417-430;81;3;;;10.1007/S11235-022-00950-X
N;journals/tem/ZongWJ17;A Markov-Based Update Policy for Constantly Changing Database Systems.;Wei Zong, Feng Wu, Zhengrui Jiang;2017;IEEE Trans. Engineering Management;Journal Articles;https://dblp.org/rec/journals/tem/ZongWJ17;https://doi.org/10.1109/TEM.2017.2648516;287-300;64;3;;;10.1109/TEM.2017.2648516
N;journals/tie/FanLLLLH24;Adaptive-Optimization-Based Digital Simulation Database for Nonuniform Aging Diagnosis of Transformer Insulation System.;Xianhao Fan, Fangwei Liang, Hanhua Luo, Chuanyang Li, Jiefeng Liu, Jinliang He;2024;IEEE Trans. Ind. Electron.;Journal Articles;https://dblp.org/rec/journals/tie/FanLLLLH24;https://doi.org/10.1109/TIE.2023.3296764;6315-6324;71;6;;;10.1109/TIE.2023.3296764
N;journals/tie/LiuC23;Industrial UAV-Based Unsupervised Domain Adaptive Crack Recognitions: From Database Towards Real-Site Infrastructural Inspections.;Kangcheng Liu, Ben M. Chen;2023;IEEE Trans. Ind. Electron.;Journal Articles;https://dblp.org/rec/journals/tie/LiuC23;https://doi.org/10.1109/TIE.2022.3204953;9410-9420;70;9;;;10.1109/TIE.2022.3204953
N;journals/tods/AthanassoulisCA15;Online Updates on Data Warehouses via Judicious Use of Solid-State Storage.;Manos Athanassoulis, Shimin Chen, Anastasia Ailamaki, Phillip B. Gibbons, Radu Stoica;2015;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/AthanassoulisCA15;https://doi.org/10.1145/2699484;6:1-6:42;40;1;;;10.1145/2699484
N;journals/tods/BonifatiGMS13;Algebraic incremental maintenance of XML views.;Angela Bonifati, Martin Hugh Goodfellow, Ioana Manolescu, Domenica Sileo;2013;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/BonifatiGMS13;https://doi.org/10.1145/2508020.2508021;14;38;3;;;10.1145/2508020.2508021
N;journals/tods/DautrichR19;Inferring Insertion Times and Optimizing Error Penalties in Time-decaying Bloom Filters.;Jonathan L. Dautrich Jr., Chinya V. Ravishankar;2019;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/DautrichR19;https://doi.org/10.1145/3284552;7:1-7:32;44;2;;;10.1145/3284552
N;journals/tods/DayanAI18;Optimal Bloom Filters and Adaptive Merging for LSM-Trees.;Niv Dayan, Manos Athanassoulis, Stratos Idreos;2018;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/DayanAI18;https://doi.org/10.1145/3276980;16:1-16:48;43;4;;;10.1145/3276980
N;journals/tods/FanLYXYLZJ20;Adaptive Asynchronous Parallelization of Graph Algorithms.;Wenfei Fan, Ping Lu , Wenyuan Yu, Jingbo Xu , Qiang Yin , Xiaojian Luo, Jingren Zhou , Ruochun Jin;2020;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/FanLYXYLZJ20;https://doi.org/10.1145/3397491;6:1-6:45;45;2;;;10.1145/3397491
N;journals/tods/Jensen15;Editorial: Updates to the Editorial Board.;Christian S. Jensen;2015;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/Jensen15;https://doi.org/10.1145/2747020;1e:1;40;1;;;10.1145/2747020
N;journals/tods/Jensen16;Editorial: Updates to the Editorial Board.;Christian S. Jensen;2016;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/Jensen16;https://doi.org/10.1145/2893581;1e:1;41;1;;;10.1145/2893581
N;journals/tods/Jensen17;Editorial: Updates to the Editorial Board.;Christian S. Jensen;2017;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/Jensen17;https://doi.org/10.1145/3041040;;42;1;;;10.1145/3041040
N;journals/tods/Jensen18;Editorial: Updates to the Editorial Board.;Christian S. Jensen;2018;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/Jensen18;https://doi.org/10.1145/3183376;1:01;43;1;;;10.1145/3183376
N;journals/tods/Jensen20;Editorial: Updates to the Editorial Board.;Christian S. Jensen;2020;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/Jensen20;https://doi.org/10.1145/3381020;1e:1;45;1;;;10.1145/3381020
N;journals/tods/KaraNNOZ20;Maintaining Triangle Queries under Updates.;Ahmet Kara , Hung Q. Ngo , Milos Nikolic , Dan Olteanu, Haozhe Zhang;2020;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/KaraNNOZ20;https://doi.org/10.1145/3396375;11:1-11:46;45;3;;;10.1145/3396375
M;journals/tods/KarvounarakisGIT13;Collaborative data sharing via update exchange and provenance.;Grigoris Karvounarakis, Todd J. Green, Zachary G. Ives, Val Tannen;2013;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/KarvounarakisGIT13;http://doi.acm.org/10.1145/2500127;19;38;3;;;10.1145/2500127
N;journals/tods/PapavasileiouFFKC13;High-level change detection in RDF(S) KBs.;Vicky Papavasileiou, Giorgos Flouris, Irini Fundulaki, Dimitris Kotzinos, Vassilis Christophides;2013;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/PapavasileiouFFKC13;https://doi.org/10.1145/2445583.2445584;1;38;1;;;10.1145/2445583.2445584
M;journals/tods/SchwentickVZ18;Dynamic Complexity under Definable Changes.;Thomas Schwentick, Nils Vortmeier, Thomas Zeume;2018;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/SchwentickVZ18;https://doi.org/10.1145/3241040;12:1-12:38;43;3;;;10.1145/3241040
N;journals/tods/SunHXBC25;Probabilistic Truss Decomposition on Uncertain Graphs: Indexing and Dynamic Maintenance.;Zitan Sun, Xin Huang , Jianliang Xu, Francesco Bonchi, Lijun Chang;2025;ACM Trans. Database Syst.;Journal Articles;https://dblp.org/rec/journals/tods/SunHXBC25;https://doi.org/10.1145/3721428;6:1-6:40;50;2;;;10.1145/3721428
N;journals/urban/NeedhamL14;Corrigendum to 'The Puget Sound environmental atlas update: Context and GIS database integration issues' [Comput. Environ. Urban Syst. 17(5) (1993) 409-424].;Edward K. Needham, Elizabeth L. Lanzer;2014;Comput. Environ. Urban Syst.;Journal Articles;https://dblp.org/rec/journals/urban/NeedhamL14;https://doi.org/10.1016/j.compenvurbsys.2014.03.003;70;46;;;;10.1016/J.COMPENVURBSYS.2014.03.003
N;journals/vrih/Ran23;Adaptive spatio-temporal attention neural network for cross-database micro-expression recognition.;Yuhan Ran;2023;Virtual Real. Intell. Hardw.;Journal Articles;https://dblp.org/rec/journals/vrih/Ran23;https://doi.org/10.1016/j.vrih.2022.03.006;142-156;5;2;;;10.1016/J.VRIH.2022.03.006
N;phd/basesearch/Abebe22;Adaptive Data Storage and Placement in Distributed Database Systems.;Michael Abebe;2022;;Books and Theses;https://dblp.org/rec/phd/basesearch/Abebe22;http://hdl.handle.net/10012/18704;;;;;;
N;phd/basesearch/Adnan11;A bounded and adaptive memory based approach to mine frequent patterns from huge databases.;Muhaimenul Adnan;2011;;Books and Theses;https://dblp.org/rec/phd/basesearch/Adnan11;http://hdl.handle.net/1880/105504;;;;;;10.11575/PRISM/4503
N;phd/basesearch/Alashri18;Detecting Frames and Causal Relationships in Climate Change Related Text Databases Based on Semantic Features.;Saud Alashri;2018;;Books and Theses;https://dblp.org/rec/phd/basesearch/Alashri18;https://hdl.handle.net/2286/R.I.49062;;;;;;
N;phd/basesearch/Jaksic16;"Model Repozitorija Metapodataka ZA Evoluciju Sheme SkladišTA Podataka TE Integraciju SA Sustavom ZA Upravljanje MatičNim Podacima ; Metadata Repository Model for Data Warehouse Schema Evolution and Integration with Master Data Management System.";Danijela Jaksic;2016;;Books and Theses;https://dblp.org/rec/phd/basesearch/Jaksic16;https://dr.nsk.hr/islandora/object/infri:85;;;;;;
Y;phd/basesearch/Piccioni12;A Seamless Framework for Object-Oriented Persistence in Presence of Class Schema Evolution.;Marco Piccioni;2012;;Books and Theses;https://dblp.org/rec/phd/basesearch/Piccioni12;https://hdl.handle.net/20.500.11850/72824;;;;;;10.3929/ETHZ-A-007600524
N;phd/basesearch/Tosun13;Distributed database design with integer linear programming and evolutionary hybrid algorithms -- SayÄ±sal lineer programlama ve buluÅŸsal hibrit algoritmalar ile daÄŸÄ±tÄ±k veri tabanÄ± tasarÄ±mÄ±.;Umut Tosun;2013;;Books and Theses;https://dblp.org/rec/phd/basesearch/Tosun13;https://hdl.handle.net/11511/22796;;;;;;
N;phd/basesearch/Zhu17a;Towards Automated Online Schema Evolution.;Yu Zhu;2017;;Books and Theses;https://dblp.org/rec/phd/basesearch/Zhu17a;http://www.escholarship.org/uc/item/62f8259r;;;;;;
N;phd/de/Funke15;Adaptive Physical Optimization in Hybrid OLTP & OLAP Main-Memory Database Systems (Adaptive Physische Optimierung in Hybriden OLTP & OLAP Hauptspeicherdatenbanksystemen);Florian Funke;2015;;Books and Theses;https://dblp.org/rec/phd/de/Funke15;https://mediatum.ub.tum.de/1241455;;;;;;
N;phd/dnb/Ameri18;An Adaptive Index Recommendation System (AIRs) on Document-Based Databases.;Parinaz Ameri;2018;;Books and Theses;https://dblp.org/rec/phd/dnb/Ameri18;https://publikationen.bibliothek.kit.edu/1000078779;;;;;;
N;phd/dnb/AnneserS24;Adaptive Optimizations for Databases;Christoph Anneser;2024;;Books and Theses;https://dblp.org/rec/phd/dnb/AnneserS24;https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20240521-1729839-1-9;;;;;;
N;phd/dnb/Bang22;Adaptive Architectures for Robust Database Management Systems.;Tiemo Bang;2022;;Books and Theses;https://dblp.org/rec/phd/dnb/Bang22;http://tuprints.ulb.tu-darmstadt.de/21383/;;;;;;
N;phd/dnb/Nosinger16;XML-Schemaevolution: Änderung eines XML-Schemas mit automatisierter Adaption assoziierter XML-Dokumente.;Thomas Nösinger;2016;;Books and Theses;https://dblp.org/rec/phd/dnb/Nosinger16;https://d-nb.info/1116288958;1-316;;;;;
N;phd/dnb/Peukert13;Process-based schema matching: from manual design to adaptive process construction.;Eric Peukert;2013;;Books and Theses;https://dblp.org/rec/phd/dnb/Peukert13;https://d-nb.info/1046121367;1-213;;;;;
N;phd/dnb/Schuhknecht16;Closing the circle of algorithmic and system-centric database optimization: a comprehensive survey on adaptive indexing, data partitioning, and the rewiring of virtual memory.;Felix Martin Schuhknecht;2016;;Books and Theses;https://dblp.org/rec/phd/dnb/Schuhknecht16;http://scidok.sulb.uni-saarland.de/volltexte/2016/6718/;;;;;;
N;phd/dnb/Wolf19;Robust and adaptive query processing in hybrid transactional/analytical database systems.;Florian Wolf;2019;;Books and Theses;https://dblp.org/rec/phd/dnb/Wolf19;https://www.db-thueringen.de/receive/dbt_mods_00038096;;;;;;
N;phd/ethos/Ellison17;Evaluating cloud migration options for relational databases.;Martyn Ellison;2017;;Books and Theses;https://dblp.org/rec/phd/ethos/Ellison17;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.745729;;;;;;
N;phd/ethos/Goodfellow14;Algebraic methods for incremental maintenance and updates of views within XML databases.;Martin Hugh Goodfellow;2014;;Books and Theses;https://dblp.org/rec/phd/ethos/Goodfellow14;"http://oleg.lib.strath.ac.uk/R/?func=dbin-jump-full&amp;object_id=24341";;;;;;
N;phd/hal/Achour13;"Schémas d&apos;adaptations algorithmiques sur les nouveaux supports d&apos;éxécution parallèles. (Algorithmic adaptations schemas on the new parallel platforms).";Sami Achour;2013;;Books and Theses;https://dblp.org/rec/phd/hal/Achour13;https://tel.archives-ouvertes.fr/tel-01551787;;;;;;
N;phd/hal/Amavi14;Comparaison et évolution de schémas XML. (Comparison and evolution of XML schema).;Joshua Amavi;2014;;Books and Theses;https://dblp.org/rec/phd/hal/Amavi14;https://tel.archives-ouvertes.fr/tel-01171845;;;;;;
N;phd/hal/Batouma11;"Un schéma d&apos;emprunt de ressources pour l&apos;adaptation du comportement d&apos;applications distribuées. (A resource borrowing schema for behavior adaptation of distributed applications).";Narkoy Batouma;2011;;Books and Theses;https://dblp.org/rec/phd/hal/Batouma11;https://tel.archives-ouvertes.fr/tel-00701480;;;;;;
N;phd/hal/Behadili16;Adaptive Modeling of Urban Dynamics with Mobile Phone Database. (ModÃ©lisation adaptative de la dynamique urbaine avec base de donnÃ©es de tÃ©lÃ©phonie mobile).;Suhad Behadili;2016;;Books and Theses;https://dblp.org/rec/phd/hal/Behadili16;https://tel.archives-ouvertes.fr/tel-01441611;;;;;;
N;phd/hal/Bellotti23;Numerical analysis of lattice Boltzmann schemes : from fundamental issues to efficient and accurate adaptive methods. (Analyse numÃ©rique des schÃ©mas de Boltzmann sur rÃ©seau : des questions fondamentales aux mÃ©thodes adaptatives efficientes et prÃ©cises).;Thomas Bellotti;2023;;Books and Theses;https://dblp.org/rec/phd/hal/Bellotti23;https://tel.archives-ouvertes.fr/tel-04266822;;;;;;
N;phd/hal/Carabias13;"Analyse et adaptation de maillage pour des schémas non-oscillatoires d&apos;ordre élevé. (Analysis and mesh adaptation for high order non-oscillatory schemes).";Alexandre Carabias;2013;;Books and Theses;https://dblp.org/rec/phd/hal/Carabias13;https://tel.archives-ouvertes.fr/tel-00914214;;;;;;
N;phd/hal/Delplanque20;Managing structural and behavioral evolution in relational database: Application of Software engineering techniques. (GÃ©rer les Ã©volutions structurelles et comportementales des bases de donnÃ©es relationnelles :Applications des techniques d'ingÃ©nierie logicielle).;Julien Delplanque;2020;;Books and Theses;https://dblp.org/rec/phd/hal/Delplanque20;https://tel.archives-ouvertes.fr/tel-03116656;;;;;;
N;phd/hal/Groz12;Vues de sécurité XML: requêtes, mises à jour et schémas. (XML Security Views: Queries, Updates, and Schemas).;Benoît Groz;2012;;Books and Theses;https://dblp.org/rec/phd/hal/Groz12;https://tel.archives-ouvertes.fr/tel-00745581;;;;;;
N;phd/hal/Mbinky13;"Adaptation de maillages pour des schémas numériques d&apos;ordre très élevé. (Mesh adaptation for very high order numerical schemes).";Estelle Mbinky;2013;;Books and Theses;https://dblp.org/rec/phd/hal/Mbinky13;https://tel.archives-ouvertes.fr/tel-00923773;;;;;;
N;phd/it/Scavuzzo17;Data migration across heterogeneous NoSQL databases in a big data context.;Marco Scavuzzo;2017;;Books and Theses;https://dblp.org/rec/phd/it/Scavuzzo17;https://hdl.handle.net/10589/135784;;;;;;
Y;phd/ndltd/Domingues11;Asynchronous Replication in Evolutionary Databases.;Helves Humberto Domingues;2011;;Books and Theses;https://dblp.org/rec/phd/ndltd/Domingues11;http://www.teses.usp.br/teses/disponiveis/45/45134/tde-29072011-121444/;;;;;;
N;phd/pt/Costa17;Efficient adaptive query processing on large database systems available in the cloud environment;Clayton Maciel Costa;2017;;Books and Theses;https://dblp.org/rec/phd/pt/Costa17;https://hdl.handle.net/1822/47281;;;;;;
N;phd/us/Khoussainova12;Leveraging Usage History to Enhance Database Usability.;Nodira Khoussainova;2012;;Books and Theses;https://dblp.org/rec/phd/us/Khoussainova12;https://hdl.handle.net/1773/22014;;;;;;
N;phd/us/Sowell12;Adapting Database Indices for New Applications.;Benjamin Sowell;2012;;Books and Theses;https://dblp.org/rec/phd/us/Sowell12;;;;;;;
N;phd/us/Wang15c;Modeling Pathological Changes by Leveraging Normative Models, Alternate Domain Database, and User Interactions.;Bo Wang;2015;;Books and Theses;https://dblp.org/rec/phd/us/Wang15c;;;;;;;
N;reference/bioinf/AttwoodM19;The Evolution of Protein Family Databases.;Teresa K. Attwood, Alex L. Mitchell;2019;Encyclopedia of Bioinformatics and Computational Biology;Reference Works;https://dblp.org/rec/reference/bioinf/AttwoodM19;https://doi.org/10.1016/b978-0-12-809633-8.20268-9;34-45;;;;;10.1016/B978-0-12-809633-8.20268-9
N;reference/db/Cohen18a;Decay Models.;Edith Cohen;2018;Encyclopedia of Database Systems;Reference Works;https://dblp.org/rec/reference/db/Cohen18a;https://doi.org/10.1007/978-1-4614-8265-9_126;;;;;;10.1007/978-1-4614-8265-9_126
N;reference/db/DadamR18;Workflow Evolution.;Peter Dadam, Stefanie Rinderle-Ma;2018;Encyclopedia of Database Systems;Reference Works;https://dblp.org/rec/reference/db/DadamR18;https://doi.org/10.1007/978-1-4614-8265-9_470;;;;;;10.1007/978-1-4614-8265-9_470
N;reference/db/Deligiannakis18;View Maintenance Aspects.;Antonios Deligiannakis;2018;Encyclopedia of Database Systems;Reference Works;https://dblp.org/rec/reference/db/Deligiannakis18;https://doi.org/10.1007/978-1-4614-8265-9_838;;;;;;10.1007/978-1-4614-8265-9_838
N;reference/db/Dietrich18;Maintenance of Recursive Views.;Suzanne W. Dietrich;2018;Encyclopedia of Database Systems;Reference Works;https://dblp.org/rec/reference/db/Dietrich18;https://doi.org/10.1007/978-1-4614-8265-9_842;;;;;;10.1007/978-1-4614-8265-9_842
N;reference/db/EderKW18;Data Warehouse Maintenance, Evolution, and Versioning.;Johann Eder, Christian Koncilia, Karl Wiggisser;2018;Encyclopedia of Database Systems;Reference Works;https://dblp.org/rec/reference/db/EderKW18;https://doi.org/10.1007/978-1-4614-8265-9_118;;;;;;10.1007/978-1-4614-8265-9_118
N;reference/db/Elmore18;Data Migration Management.;Aaron J. Elmore;2018;Encyclopedia of Database Systems;Reference Works;https://dblp.org/rec/reference/db/Elmore18;https://doi.org/10.1007/978-1-4614-8265-9_80640;;;;;;10.1007/978-1-4614-8265-9_80640
N;reference/db/Fetterly18;Web Characteristics and Evolution.;Dennis Fetterly;2018;Encyclopedia of Database Systems;Reference Works;https://dblp.org/rec/reference/db/Fetterly18;https://doi.org/10.1007/978-1-4614-8265-9_456;;;;;;10.1007/978-1-4614-8265-9_456
