Reviewer2;EID;Authors;AuthorFullNames;AuthorIDs;Title;Year;SourceTitle;Volume;Issue;ArtNo;PageStart;PageEnd;citedBy;doi_lowercase;DOI;Link;DocumentTypeSCOPUS;PublicationStage;OpenAccess;SourceSCOPUS
N;2-s2.0-85187656556;Hairuddin F.I., Azri S., Ujang U.;Hairuddin, Farah Ilyana (57928981100) | Azri, Suhaibah (56669663600) | Ujang, Uznir (57190565279);57928981100 | 56669663600 | 57190565279;Unleashing the Potential of Graph Database in Smart Asset Management: Enhancing Predictive Maintenance in Industry 4.0;2024;Lecture Notes in Networks and Systems;906 LNNS;;;11;21;;10.1007/978-3-031-53824-7_2;10.1007/978-3-031-53824-7_2;https://www.scopus.com/pages/publications/85187656556?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85188420897;Brahmia Z., Brahmia S., Grandi F., Bouaziz R.;Brahmia, Zouhaier (24775104500) | Brahmia, Safa (57190567664) | Grandi, Fabio (7004017968) | Bouaziz, Rafik (15076509300);24775104500 | 57190567664 | 7004017968 | 15076509300;TempoJCM++: An Extension of TempoJCM to Support Schema Change Modeling;2024;Lecture Notes in Networks and Systems;837 LNNS;;;543;549;;10.1007/978-3-031-48465-0_73;10.1007/978-3-031-48465-0_73;https://www.scopus.com/pages/publications/85188420897?origin=resultslist;Conference paper;Final;All Open Access | Green Open Access;Scopus
N;2-s2.0-85188442116;Herawan T., Ermawati K.C., Ihalauw J.J.O.I., Damiasih D., Suhendroyono S.;Herawan, Tutut (35085139400) | Ermawati, Kris Cahyani (58951249100) | Ihalauw, John J. O. I. (57196038693) | Damiasih, Damiasih (57196001410) | Suhendroyono, Suhendroyono (57198812651);35085139400 | 58951249100 | 57196038693 | 57196001410 | 57198812651;Information Visualization of Research Evolution on Innovation in Local Wisdom: A Decade Bibliometric Analysis Using the Scopus Database;2024;Lecture Notes in Networks and Systems;837 LNNS;;;485;491;;10.1007/978-3-031-48465-0_65;10.1007/978-3-031-48465-0_65;https://www.scopus.com/pages/publications/85188442116?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85188836310;Deng Z., Han S., Liu Z., Wang J., Zhao H.;Deng, Zhaopeng (57201984852) | Han, Shuangyang (58075434700) | Liu, Zeqi (58074365100) | Wang, Jian (37076174200) | Zhao, Haoran (57217257692);57201984852 | 58075434700 | 58074365100 | 37076174200 | 57217257692;Advancing Borehole Imaging: A Classification Database Developed via Adaptive Ring Segmentation;2024;Electronics (Switzerland);13;6;1107;;;;10.3390/electronics13061107;10.3390/electronics13061107;https://www.scopus.com/pages/publications/85188836310?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85189856414;Zhang Q., He Y., Lu Y.-P., Wei Q.-H., Zhang H.-Y., Quan Y.;Zhang, Qi (59058616000) | He, Yang (58977234600) | Lu, Ya-Ping (58977234700) | Wei, Qi-Hao (57800310100) | Zhang, Hong-Yu (57211730668) | Quan, Yuan (56450242400);59058616000 | 58977234600 | 58977234700 | 57800310100 | 57211730668 | 56450242400;GETdb: A comprehensive database for genetic and evolutionary features of drug targets;2024;Computational and Structural Biotechnology Journal;23;;;1429;1438;;10.1016/j.csbj.2024.04.006;10.1016/j.csbj.2024.04.006;https://www.scopus.com/pages/publications/85189856414?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85189991269;Yu Z., Yong C., Panfeng H., Yueming C.;Yu, Zhang (56034191000) | Yong, Chen (36604137200) | Panfeng, He (57192086436) | Yueming, Cai (56359685100);56034191000 | 36604137200 | 57192086436 | 56359685100;Dynamic Update Scheme of Spectrum Information Based on Spectrum Opportunity Incentive in the Database-Assisted Dynamic Spectrum Management;2024;China Communications;21;3;10488125;75;90;;10.23919/jcc.ja.2022-0208;10.23919/JCC.ja.2022-0208;https://www.scopus.com/pages/publications/85189991269?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-85190379112;Zhao C., Wu H., Li D., Wang Q., Sun Y.;Zhao, Chunhui (57805089800) | Wu, Hongli (58986024800) | Li, Danli (58706758700) | Wang, Qiaobo (58986024900) | Sun, Yiming (58985639900);57805089800 | 58986024800 | 58706758700 | 58986024900 | 58985639900;Design and Research of Migration Model for Heterogeneous Databases on Localization Cloud Platform;2023;ACM International Conference Proceeding Series;;;;49;53;;10.1145/3644523.3644534;10.1145/3644523.3644534;https://www.scopus.com/pages/publications/85190379112?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85191402484;Yan J., Yue Y., Yu K., Zhou X., Liu Y., Wei J., Yang Y.;Yan, Jingjie (55467708000) | Yue, Yuebo (59003345600) | Yu, Kai (59003599700) | Zhou, Xiaoyang (55743303000) | Liu, Ying (59107690900) | Wei, Jinsheng (57209280194) | Yang, Yuan (57196443753);55467708000 | 59003345600 | 59003599700 | 55743303000 | 59107690900 | 57209280194 | 57196443753;Multi-Representation Joint Dynamic Domain Adaptation Network for Cross-Database Facial Expression Recognition;2024;Electronics (Switzerland);13;8;1470;;;;10.3390/electronics13081470;10.3390/electronics13081470;https://www.scopus.com/pages/publications/85191402484?origin=resultslist;Article;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-85192719958;Auderset S., Campbell E.W.;Auderset, Sandra (57200115674) | Campbell, Eric W. (37088008000);57200115674 | 37088008000;A Mixtec Sound Change Database;2024;Journal of Open Humanities Data;10;;24;;;;10.5334/johd.184;10.5334/JOHD.184;https://www.scopus.com/pages/publications/85192719958?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85192966388;Fukuda K., Ishikawa M., Yoshida Y., Fukaya K., Kagetani R., Shindo H.;Fukuda, Kosuke (58455131800) | Ishikawa, Masayoshi (57209415685) | Yoshida, Yasuhiro (36089502300) | Fukaya, Kaoru (58452306300) | Kagetani, Ryugo (58453019000) | Shindo, Hiroyuki (35427079600);58455131800 | 57209415685 | 36089502300 | 58452306300 | 58453019000 | 35427079600;Deep learning-based image quality adaptation for die-to-database defect inspection;2024;Proceedings of SPIE - The International Society for Optical Engineering;12955;;1295522;;;;10.1117/12.3008799;10.1117/12.3008799;https://www.scopus.com/pages/publications/85192966388?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85196750054;Kasprzyk J.-P., Nys G.-A., Billen R.;Kasprzyk, Jean-Paul (57204564343) | Nys, Gilles-Antoine (57195990332) | Billen, Roland (55885020100);57204564343 | 57195990332 | 55885020100;Towards a multi-database CityGML environment adapted to big geodata issues of urban digital twins;2024;International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives;48;4/W10-2024;;101;106;;10.5194/isprs-archives-xlviii-4-w10-2024-101-2024;10.5194/isprs-archives-XLVIII-4-W10-2024-101-2024;https://www.scopus.com/pages/publications/85196750054?origin=resultslist;Conference paper;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85196868791;Commenge J.-M., Pina-Martinez A.;Commenge, Jean-Marc (6507669001) | Pina-Martinez, Andres (57060474700);6507669001 | 57060474700;Analyzing a Database of Digitalized Process Flowsheets to Extract Relevant Initialization Structures for Evolutionary Process Synthesis Methods;2024;Computer Aided Chemical Engineering;53;;;1243;1248;;10.1016/b978-0-443-28824-1.50208-8;10.1016/B978-0-443-28824-1.50208-8;https://www.scopus.com/pages/publications/85196868791?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85197296257;Kim E., Atteraya M.;Kim, Eungi (57216503734) | Atteraya, Madhu (55970935700);57216503734 | 55970935700;Analyzing the Degree of Changes in Indexed Journals: The Case of SJR Database;2024;Publishing Research Quarterly;40;2;;129;146;;10.1007/s12109-024-09991-3;10.1007/s12109-024-09991-3;https://www.scopus.com/pages/publications/85197296257?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85200376933;Zuo R., Yang K., Dong Q., Wang Y.;Zuo, Rihuan (59244928400) | Yang, Ke (59244928500) | Dong, Qiwen (12902750900) | Wang, Ye (59855170000);59244928400 | 59244928500 | 12902750900 | 59855170000;Dynamic template-based data processing system for database table changes;2024;Proceedings of SPIE - The International Society for Optical Engineering;13184;;1318432;;;;10.1117/12.3032810;10.1117/12.3032810;https://www.scopus.com/pages/publications/85200376933?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85200445528;Ding X., Zhang L., Ai Y., Zhang X., Liu C., Shang Q.;Ding, Xuewei (56413570900) | Zhang, Linfeng (58952252300) | Ai, Yongqi (57329654900) | Zhang, Xinyi (57873070800) | Liu, Chao (59247946600) | Shang, Qingqing (58928629300);56413570900 | 58952252300 | 57329654900 | 57873070800 | 59247946600 | 58928629300;A method for identifying similar duplicate records in domestic database migration based on an improved LSSVM algorithm;2024;Proceedings of SPIE - The International Society for Optical Engineering;13222;;1322205;;;;10.1117/12.3038822;10.1117/12.3038822;https://www.scopus.com/pages/publications/85200445528?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85200547481;Wu R., Xu Z., Liu X., Liu W., Liu L.;Wu, Rutao (59249665800) | Xu, Zhiwei (7405426306) | Liu, Xuyang (59248606500) | Liu, Wenjing (57222732061) | Liu, Limin (57203732326);59249665800 | 7405426306 | 59248606500 | 57222732061 | 57203732326;Research on intelligent penetration mechanism of netgap data based on database adaptive matching;2024;Proceedings of SPIE - The International Society for Optical Engineering;13181;;131815L;;;;10.1117/12.3031288;10.1117/12.3031288;https://www.scopus.com/pages/publications/85200547481?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85200600837;Varun P., Rashika R.S., Kayalvizhi S., Preetha D., Naveen P., Mohanaprakash T.A.;Varun, P. (59232189000) | Rashika, R.S. (59249314000) | Kayalvizhi, S. (58937191600) | Preetha, D. (56578789100) | Naveen, P. (57562269100) | Mohanaprakash, T.A. (24776728500);59232189000 | 59249314000 | 58937191600 | 56578789100 | 57562269100 | 24776728500;Automated Assignment Management System: Integrating Email Inbox Parsing, Database Updates, and Notification;2024;Proceedings - 3rd International Conference on Advances in Computing, Communication and Applied Informatics, ACCAI 2024;;;;;;;10.1109/accai61061.2024.10602387;10.1109/ACCAI61061.2024.10602387;https://www.scopus.com/pages/publications/85200600837?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85206379588;Vučinić M., Tomić M., Vještica M., Čeliković M., Luković I., Kordić S.;VuÄiniÄ‡, Milica (59367014800) | TomiÄ‡, Miroslav (59366484500) | VjeÅ¡tica, Marko (57217826382) | ÄŒelikoviÄ‡, Milan (36623384500) | LukoviÄ‡, Ivan (7801461188) | KordiÄ‡, Slavica (57114980800);59367014800 | 59366484500 | 57217826382 | 36623384500 | 7801461188 | 57114980800;A New Approach for an Efficient Relational to Document-Oriented Database Migration;2024;Lecture Notes in Networks and Systems;860 LNNS;;;261;276;;10.1007/978-3-031-71419-1_23;10.1007/978-3-031-71419-1_23;https://www.scopus.com/pages/publications/85206379588?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85206481338;Remy V.F.M., Vernez D., Guseva Canu I.;Remy, Viviane Fiona Mathilde (58478659800) | Vernez, David (6602308963) | Guseva Canu, Irina (23968815100);58478659800 | 6602308963 | 23968815100;Technological Evolution in the Swiss Bus Fleet from 1940 to 2022: An Inventory and Database for Research Applications;2024;Sustainability (Switzerland);16;19;8537;;;;10.3390/su16198537;10.3390/su16198537;https://www.scopus.com/pages/publications/85206481338?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85206851760;Chen W., Yuan J., Luo H.;Chen, W. (57204790270) | Yuan, J. (59373080600) | Luo, H. (23976309500);57204790270 | 59373080600 | 23976309500;Design and Development of Heritage Building Information Model (HBIM) Database to Support Maintenance;2022;Proceedings of the 29th EG-ICE International Workshop on Intelligent Computing in Engineering;;;;359;367;;10.7146/aul.455.c226;10.7146/aul.455.c226;https://www.scopus.com/pages/publications/85206851760?origin=resultslist;Conference paper;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-85207194312;;;;IAL@ECML-PKDD 2024 - Proceedings of the Workshop on Interactive Adaptive Learning, co-located with European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, ECML-PKDD 2024;2024;CEUR Workshop Proceedings;3770;;;;;;;;https://www.scopus.com/pages/publications/85207194312?origin=resultslist;Conference review;Final;;Scopus
N;2-s2.0-85209952539;Srivastava K., Jain D., Kamdar A., Yeole A., Shah D., Dadheech S.;Srivastava, Kriti (55763790564) | Jain, Dhruv (58928563700) | Kamdar, Aarya (59420469300) | Yeole, Anuradha (59368281800) | Shah, Devam (59259243300) | Dadheech, Sowmya (59421073900);55763790564 | 58928563700 | 59420469300 | 59368281800 | 59259243300 | 59421073900;Adaptivity in Role-Based Access Control During Stochastic Situations: A Comprehensive Study between Graph and Relational Databases;2024;Journal of Computer Science;20;12;;1744;1752;;10.3844/jcssp.2024.1744.1752;10.3844/jcssp.2024.1744.1752;https://www.scopus.com/pages/publications/85209952539?origin=resultslist;Article;Final;All Open Access | Hybrid Gold Open Access;Scopus
N;2-s2.0-85210247649;Pan C.-Y.;Pan, Chang-Yu (59425983000);59425983000;A Study on Visual Schema for the History of Automotive Style - Apply Arts History Method to Design History;2024;Communications in Computer and Information Science;2314 CCIS;;;232;240;;10.1007/978-981-97-9910-7_19;10.1007/978-981-97-9910-7_19;https://www.scopus.com/pages/publications/85210247649?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85210742008;Liu P., Chen H., Zhang Y.-S., Li C.-P.;Liu, Peng (59452230700) | Chen, Hong (56154659700) | Zhang, Yan-Song (36133864200) | Li, Cui-Ping (55696006300);59452230700 | 56154659700 | 36133864200 | 55696006300;"The Evolution of GPU Database Implementation Technologies; [ＧＰＵ 数据库实现技术发展演进]";2024;Jisuanji Xuebao/Chinese Journal of Computers;47;11;;2691;2724;;10.11897/sp.j.1016.2024.02691;10.11897/SP.J.1016.2024.02691;https://www.scopus.com/pages/publications/85210742008?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-85210902515;George W., Marie M., Yakoub A.;George, Wadea (59456202900) | Marie, Mohammed (57486629400) | Yakoub, Ahmed (60431447100);59456202900 | 57486629400 | 60431447100;AN INTELLIGENT MODEL FOR INTEGRATING ENTERPRISE DATA WAREHOUSE LAYERS TO MANAGE SCHEMA EVOLUTION;2024;Journal of Theoretical and Applied Information Technology;102;22;;8165;8181;;;;https://www.scopus.com/pages/publications/85210902515?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85211228236;Baybulatov A., Poletikin A., Byvaykov M.;Baybulatov, Artur (55859109000) | Poletikin, Alexey (6506176312) | Byvaykov, Mikhail (57200283224);55859109000 | 6506176312 | 57200283224;NPP Upper Level Control System Databases: The Problem of Making Changes;2024;Proceedings of 2024 17th International Conference on Management of Large-Scale System Development, MLSD 2024;;;;;;;10.1109/mlsd61779.2024.10739603;10.1109/MLSD61779.2024.10739603;https://www.scopus.com/pages/publications/85211228236?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85211915102;Chavan P., Patankar A., Patil A., Patwardhan S., Phand S.;Chavan, Puja (58099537800) | Patankar, Abheerav (59470264200) | Patil, Aaditya (59693479500) | Patwardhan, Srujan (59470784800) | Phand, Swaraj (59470654800);58099537800 | 59470264200 | 59693479500 | 59470784800 | 59470654800;Enabling Dynamic Schema Modifications Through Codeless Data Management;2024;2024 IEEE Region 10 Symposium, TENSYMP 2024;;;;;;;10.1109/tensymp61132.2024.10752325;10.1109/TENSYMP61132.2024.10752325;https://www.scopus.com/pages/publications/85211915102?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85212806750;Ward R.;Ward, Rebekah (58102163900);58102163900;Building a book history database: A novice voice;2024;Digital Humanities in the India Rim: Contemporary Scholarship in Australia and India;;;;147;172;;10.11647/obp.0423.08;10.11647/OBP.0423.08;https://www.scopus.com/pages/publications/85212806750?origin=resultslist;Book chapter;Final;All Open Access | Hybrid Gold Open Access;Scopus
N;2-s2.0-85214457133;Hejmanowska B., Kramarczyk P.;Hejmanowska, Beata (55902503800) | Kramarczyk, Piotr (57196718135);55902503800 | 57196718135;Assessing Land Cover Changes Using the LUCAS Database and Sentinel Imagery: A Comparative Analysis of Accuracy Metrics;2025;Applied Sciences (Switzerland);15;1;240;;;;10.3390/app15010240;10.3390/app15010240;https://www.scopus.com/pages/publications/85214457133?origin=resultslist;Article;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-85214488540;Lemieux M., Zhou C., Cary C., Kelly J.;Lemieux, Mackenzie (57211636103) | Zhou, Cyrus (57223217591) | Cary, Caroline (59506276400) | Kelly, Jeannie (56041842200);57211636103 | 57223217591 | 59506276400 | 56041842200;Changes in Reproductive Health Information-Seeking Behaviors After the Dobbs Decision: Systematic Search of the Wikimedia Database;2024;JMIR Infodemiology;4;;e64577;;;;10.2196/64577;10.2196/64577;https://www.scopus.com/pages/publications/85214488540?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
